param_name,fisher_value,dataset
model.layers.0.input_layernorm.weight,0.24232374955317937,gsm8k
model.layers.17.self_attn.k_proj.weight,0.20514326938427985,gsm8k
model.layers.19.self_attn.k_proj.weight,0.20158987632021308,gsm8k
model.layers.2.self_attn.q_proj.weight,0.19233901865663938,gsm8k
model.layers.25.input_layernorm.weight,0.1882840087855584,gsm8k
model.layers.21.input_layernorm.weight,0.17860971582558705,gsm8k
model.layers.0.self_attn.q_proj.weight,0.16174645152932499,gsm8k
model.layers.29.self_attn.q_proj.weight,0.1547924714104738,gsm8k
model.layers.9.input_layernorm.weight,0.15123710607440444,gsm8k
model.layers.22.input_layernorm.weight,0.14044358712999383,gsm8k
model.layers.10.input_layernorm.weight,0.11092042902600951,gsm8k
model.layers.1.self_attn.k_proj.weight,0.09925813628069591,gsm8k
model.layers.4.input_layernorm.weight,0.09252121460667695,gsm8k
model.layers.3.input_layernorm.weight,0.08053975099755917,gsm8k
model.layers.5.input_layernorm.weight,0.0787238270859234,gsm8k
model.layers.7.input_layernorm.weight,0.07532225247268798,gsm8k
model.layers.20.input_layernorm.weight,0.07501121245149989,gsm8k
model.layers.6.input_layernorm.weight,0.06978920855908655,gsm8k
model.layers.8.input_layernorm.weight,0.06976881722221151,gsm8k
model.layers.11.input_layernorm.weight,0.06795621563651366,gsm8k
model.layers.1.self_attn.q_proj.weight,0.06649054407898802,gsm8k
model.layers.2.input_layernorm.weight,0.05625350724221789,gsm8k
model.layers.13.input_layernorm.weight,0.05454827033827314,gsm8k
model.layers.12.input_layernorm.weight,0.049109480751212686,gsm8k
model.layers.24.input_layernorm.weight,0.04558948823978426,gsm8k
model.final_layernorm.weight,0.044812284602812724,gsm8k
model.layers.1.input_layernorm.weight,0.043803724427561974,gsm8k
model.layers.14.input_layernorm.weight,0.04284668400941882,gsm8k
model.layers.30.self_attn.q_proj.weight,0.04129971275688149,gsm8k
model.layers.17.input_layernorm.weight,0.03746579690778162,gsm8k
model.layers.16.input_layernorm.weight,0.035795782365312334,gsm8k
model.layers.15.input_layernorm.weight,0.0336767124463222,gsm8k
model.layers.19.input_layernorm.weight,0.02922637997107813,gsm8k
model.layers.28.input_layernorm.weight,0.024843576444254722,gsm8k
model.layers.31.self_attn.q_proj.weight,0.0218236138462089,gsm8k
