param_name,fisher_value,zone,dataset
model.layers.17.mlp.up_proj.weight,4.970979783684015,C,gsm8k
model.layers.18.mlp.up_proj.weight,4.840106984600425,C,gsm8k
model.layers.11.mlp.gate_proj.weight,4.628595041576773,C,gsm8k
model.layers.13.mlp.gate_proj.weight,4.5454913498833776,C,gsm8k
model.layers.2.self_attn.o_proj.weight,4.5353150512091815,C,gsm8k
model.layers.26.mlp.up_proj.weight,4.481202297843993,C,gsm8k
model.layers.15.self_attn.o_proj.weight,4.481141364201903,C,gsm8k
model.layers.19.mlp.up_proj.weight,4.45464076474309,C,gsm8k
model.layers.4.self_attn.o_proj.weight,4.437664108816534,C,gsm8k
model.layers.12.mlp.gate_proj.weight,4.435864277649671,C,gsm8k
model.layers.2.mlp.up_proj.weight,4.368761161342263,C,gsm8k
model.layers.10.mlp.gate_proj.weight,4.206536226440221,C,gsm8k
model.layers.14.mlp.gate_proj.weight,4.173995353747159,C,gsm8k
model.layers.25.mlp.down_proj.weight,4.138683726545423,C,gsm8k
model.layers.20.mlp.down_proj.weight,4.1074628522619605,C,gsm8k
model.layers.7.mlp.gate_proj.weight,4.069468649569899,C,gsm8k
model.layers.8.mlp.gate_proj.weight,3.921509239822626,C,gsm8k
model.layers.9.mlp.gate_proj.weight,3.8810485410504043,C,gsm8k
model.layers.6.mlp.gate_proj.weight,3.7061441687401384,C,gsm8k
model.layers.18.self_attn.v_proj.weight,3.6704445069190115,C,gsm8k
model.layers.1.mlp.up_proj.weight,3.626300781266764,C,gsm8k
model.layers.5.mlp.gate_proj.weight,3.4712347278837115,C,gsm8k
model.layers.19.self_attn.v_proj.weight,3.390764180570841,C,gsm8k
model.layers.0.mlp.up_proj.weight,3.3852028630208224,C,gsm8k
model.layers.16.self_attn.o_proj.weight,3.3790401241276413,C,gsm8k
model.layers.15.mlp.gate_proj.weight,3.355873247375712,C,gsm8k
model.layers.27.mlp.gate_proj.weight,3.3386091282591224,C,gsm8k
model.layers.20.mlp.up_proj.weight,3.3058128289412707,C,gsm8k
model.layers.21.mlp.down_proj.weight,3.2683532561641186,C,gsm8k
model.layers.17.self_attn.v_proj.weight,3.226681234780699,C,gsm8k
model.layers.25.mlp.up_proj.weight,3.096441878937185,C,gsm8k
model.layers.21.mlp.up_proj.weight,3.0662945623043925,C,gsm8k
model.layers.24.mlp.down_proj.weight,3.0503853927366436,C,gsm8k
model.layers.3.mlp.gate_proj.weight,3.044920556480065,C,gsm8k
model.layers.23.mlp.down_proj.weight,3.0382997908163816,C,gsm8k
model.layers.4.mlp.gate_proj.weight,3.0042523390147835,C,gsm8k
model.layers.22.mlp.down_proj.weight,3.0009523581247777,C,gsm8k
model.layers.2.mlp.gate_proj.weight,2.971893035573885,C,gsm8k
model.layers.16.mlp.gate_proj.weight,2.8668325643520802,C,gsm8k
model.layers.25.self_attn.q_proj.weight,2.7447114393580705,C,gsm8k
model.layers.18.mlp.gate_proj.weight,2.6984022771939635,C,gsm8k
model.layers.17.mlp.gate_proj.weight,2.674054351868108,C,gsm8k
model.layers.22.mlp.up_proj.weight,2.647121654357761,C,gsm8k
model.layers.19.mlp.gate_proj.weight,2.5795207938645035,C,gsm8k
model.layers.1.mlp.gate_proj.weight,2.5587105884915218,C,gsm8k
model.layers.19.self_attn.o_proj.weight,2.5270451039541513,C,gsm8k
model.layers.0.mlp.gate_proj.weight,2.5004443366779014,C,gsm8k
model.layers.23.mlp.up_proj.weight,2.4717599463183433,C,gsm8k
model.layers.27.self_attn.o_proj.weight,2.4057476909365505,C,gsm8k
model.layers.26.mlp.gate_proj.weight,2.3993869652040303,C,gsm8k
model.layers.27.self_attn.v_proj.weight,2.3734347398858517,C,gsm8k
model.layers.24.mlp.up_proj.weight,2.364305785158649,C,gsm8k
model.layers.13.self_attn.q_proj.weight,2.2169737520162016,C,gsm8k
model.layers.20.self_attn.v_proj.weight,2.089712410932407,C,gsm8k
model.layers.17.self_attn.o_proj.weight,1.9811216918751597,C,gsm8k
model.layers.20.mlp.gate_proj.weight,1.933324487414211,C,gsm8k
model.layers.18.self_attn.o_proj.weight,1.817562447511591,C,gsm8k
model.layers.21.mlp.gate_proj.weight,1.8162361967843026,C,gsm8k
model.layers.25.mlp.gate_proj.weight,1.79553747351747,C,gsm8k
model.layers.21.self_attn.v_proj.weight,1.7052911535138264,C,gsm8k
model.layers.26.self_attn.v_proj.weight,1.5433678139233962,C,gsm8k
model.layers.22.mlp.gate_proj.weight,1.5331800094572827,C,gsm8k
model.layers.22.self_attn.v_proj.weight,1.5214939248980954,C,gsm8k
model.layers.11.self_attn.q_proj.weight,1.5047482919180766,C,gsm8k
model.layers.24.mlp.gate_proj.weight,1.45942585344892,C,gsm8k
model.layers.23.mlp.gate_proj.weight,1.459065743139945,C,gsm8k
model.layers.14.self_attn.q_proj.weight,1.4178037566598505,C,gsm8k
model.layers.12.self_attn.q_proj.weight,1.4082120634848252,C,gsm8k
model.layers.10.self_attn.q_proj.weight,1.3801599411526695,C,gsm8k
model.layers.23.self_attn.v_proj.weight,1.3721134109655395,C,gsm8k
model.layers.9.self_attn.q_proj.weight,1.3715988056501374,C,gsm8k
model.layers.8.self_attn.q_proj.weight,1.3660589782521129,C,gsm8k
model.layers.2.self_attn.q_proj.weight,1.35464741877513,C,gsm8k
model.layers.7.self_attn.q_proj.weight,1.3499490952817723,C,gsm8k
model.layers.24.self_attn.v_proj.weight,1.2751505435444415,C,gsm8k
model.layers.20.self_attn.o_proj.weight,1.205589198274538,C,gsm8k
model.layers.4.self_attn.q_proj.weight,1.2041641641408205,C,gsm8k
model.layers.6.self_attn.q_proj.weight,1.1922543805558234,C,gsm8k
model.layers.3.self_attn.q_proj.weight,1.1900186482234858,C,gsm8k
model.layers.26.self_attn.o_proj.weight,1.1556234969757497,C,gsm8k
model.layers.15.self_attn.q_proj.weight,1.1090150669915602,C,gsm8k
model.layers.5.self_attn.q_proj.weight,1.0669947908609174,C,gsm8k
model.layers.21.self_attn.o_proj.weight,1.0146881424589083,C,gsm8k
model.layers.25.self_attn.v_proj.weight,0.9927709707408212,C,gsm8k
model.layers.24.self_attn.o_proj.weight,0.9912765766493976,C,gsm8k
model.layers.27.self_attn.q_proj.weight,0.9830213934765197,C,gsm8k
model.layers.16.self_attn.q_proj.weight,0.9809747816761956,C,gsm8k
model.layers.25.self_attn.o_proj.weight,0.9257872822927311,C,gsm8k
model.layers.23.self_attn.o_proj.weight,0.8998391485074535,C,gsm8k
model.layers.2.self_attn.k_proj.weight,0.8589531938778237,C,gsm8k
model.layers.18.self_attn.q_proj.weight,0.8174907104694284,C,gsm8k
model.layers.19.self_attn.q_proj.weight,0.8101113671436906,C,gsm8k
model.layers.22.self_attn.o_proj.weight,0.7716616376419552,C,gsm8k
model.layers.17.self_attn.q_proj.weight,0.6919117653742433,C,gsm8k
model.layers.11.self_attn.k_proj.weight,0.6455815400113352,C,gsm8k
model.layers.22.self_attn.q_proj.weight,0.6300348559161648,C,gsm8k
model.layers.20.self_attn.q_proj.weight,0.6296146881650202,C,gsm8k
model.layers.3.self_attn.k_proj.weight,0.6071447836002335,C,gsm8k
model.layers.13.self_attn.k_proj.weight,0.5829377913032658,C,gsm8k
model.layers.14.self_attn.k_proj.weight,0.577448169933632,C,gsm8k
model.layers.4.self_attn.k_proj.weight,0.5699034467688762,C,gsm8k
model.layers.6.self_attn.k_proj.weight,0.5572632806724869,C,gsm8k
model.layers.1.self_attn.q_proj.weight,0.5134823090629652,C,gsm8k
model.layers.7.self_attn.k_proj.weight,0.4933392099919729,C,gsm8k
model.layers.5.self_attn.k_proj.weight,0.4797066754545085,C,gsm8k
model.layers.15.self_attn.k_proj.weight,0.46738965646363795,C,gsm8k
model.layers.8.self_attn.k_proj.weight,0.4544004706549458,C,gsm8k
model.layers.21.self_attn.q_proj.weight,0.4525794953224249,C,gsm8k
model.layers.9.self_attn.k_proj.weight,0.4442909998469986,C,gsm8k
model.layers.12.self_attn.k_proj.weight,0.43524844289640896,C,gsm8k
model.layers.3.input_layernorm.weight,0.42435348079015967,C,gsm8k
model.layers.10.self_attn.k_proj.weight,0.40770194507786073,C,gsm8k
model.layers.24.self_attn.q_proj.weight,0.40387670404743403,C,gsm8k
model.layers.16.self_attn.k_proj.weight,0.40095182674122043,C,gsm8k
model.layers.22.self_attn.k_proj.weight,0.39625354143208824,C,gsm8k
model.layers.23.self_attn.q_proj.weight,0.38422879090649076,C,gsm8k
model.layers.26.self_attn.q_proj.weight,0.3762802211276721,C,gsm8k
model.layers.27.self_attn.k_proj.weight,0.3709588233905379,C,gsm8k
model.layers.1.self_attn.k_proj.weight,0.34725144297408406,C,gsm8k
model.layers.19.self_attn.k_proj.weight,0.3119896221905947,C,gsm8k
model.layers.18.self_attn.k_proj.weight,0.29261241704807617,C,gsm8k
model.layers.20.self_attn.k_proj.weight,0.27223070316540543,C,gsm8k
model.layers.4.input_layernorm.weight,0.26072718851355603,C,gsm8k
model.layers.26.self_attn.k_proj.weight,0.25300703578977846,C,gsm8k
model.layers.17.self_attn.k_proj.weight,0.24346044816775247,C,gsm8k
model.layers.5.input_layernorm.weight,0.24086468066161615,C,gsm8k
model.layers.25.self_attn.k_proj.weight,0.2267312510521151,C,gsm8k
model.layers.0.input_layernorm.weight,0.22367601928272052,C,gsm8k
model.layers.21.self_attn.k_proj.weight,0.2228288953047013,C,gsm8k
model.layers.24.self_attn.k_proj.weight,0.2114390971910325,C,gsm8k
model.layers.6.input_layernorm.weight,0.20209309638994455,C,gsm8k
model.layers.27.post_attention_layernorm.weight,0.1959723378167837,C,gsm8k
model.layers.23.self_attn.k_proj.weight,0.18837622336286586,C,gsm8k
model.layers.7.input_layernorm.weight,0.17820085731636937,C,gsm8k
model.layers.2.input_layernorm.weight,0.15039740829524817,C,gsm8k
model.layers.1.post_attention_layernorm.weight,0.14758149470435455,C,gsm8k
model.layers.0.post_attention_layernorm.weight,0.11913580712280236,C,gsm8k
model.layers.0.self_attn.k_proj.weight,0.0989057496553869,C,gsm8k
model.layers.4.post_attention_layernorm.weight,0.08092986982228467,C,gsm8k
model.layers.2.post_attention_layernorm.weight,0.08059406752727227,C,gsm8k
model.layers.1.input_layernorm.weight,0.07541241129365517,C,gsm8k
model.layers.3.post_attention_layernorm.weight,0.073970941339212,C,gsm8k
model.layers.6.post_attention_layernorm.weight,0.07212210326542845,C,gsm8k
model.layers.5.post_attention_layernorm.weight,0.07169123920903075,C,gsm8k
model.layers.8.input_layernorm.weight,0.07114304341484967,C,gsm8k
model.layers.7.post_attention_layernorm.weight,0.06805645770509727,C,gsm8k
model.layers.9.input_layernorm.weight,0.06762991510731808,C,gsm8k
model.layers.11.post_attention_layernorm.weight,0.06552237563300878,C,gsm8k
model.layers.9.post_attention_layernorm.weight,0.06355745480686892,C,gsm8k
model.layers.13.post_attention_layernorm.weight,0.06273670565860812,C,gsm8k
model.layers.14.input_layernorm.weight,0.06177719347579114,C,gsm8k
model.layers.10.input_layernorm.weight,0.0609018199302227,C,gsm8k
model.layers.0.self_attn.q_proj.weight,0.060781048705393914,C,gsm8k
model.layers.12.post_attention_layernorm.weight,0.060617614806687925,C,gsm8k
model.layers.8.post_attention_layernorm.weight,0.06032430737832328,C,gsm8k
model.layers.10.post_attention_layernorm.weight,0.05966315700788982,C,gsm8k
model.layers.11.input_layernorm.weight,0.05378084336189204,C,gsm8k
model.layers.14.post_attention_layernorm.weight,0.048694587483623764,C,gsm8k
model.layers.27.input_layernorm.weight,0.04847978471661918,C,gsm8k
model.layers.15.input_layernorm.weight,0.04831840385668329,C,gsm8k
model.layers.12.input_layernorm.weight,0.04677612402520026,C,gsm8k
model.layers.26.post_attention_layernorm.weight,0.04664172916272946,C,gsm8k
model.layers.15.post_attention_layernorm.weight,0.04131342427353957,C,gsm8k
model.layers.16.input_layernorm.weight,0.04092506089909875,C,gsm8k
model.layers.13.input_layernorm.weight,0.03568707567137608,C,gsm8k
model.layers.16.post_attention_layernorm.weight,0.03498495826352155,C,gsm8k
model.layers.17.input_layernorm.weight,0.03256558814609889,C,gsm8k
model.layers.17.post_attention_layernorm.weight,0.03207445198313508,C,gsm8k
model.layers.18.post_attention_layernorm.weight,0.027434408586486825,C,gsm8k
model.layers.19.post_attention_layernorm.weight,0.025548091763994307,C,gsm8k
model.layers.25.input_layernorm.weight,0.022093176669386594,C,gsm8k
model.layers.19.input_layernorm.weight,0.021678537415027677,C,gsm8k
model.layers.18.input_layernorm.weight,0.02132238884587423,C,gsm8k
model.layers.22.input_layernorm.weight,0.019567075217310048,C,gsm8k
model.layers.20.post_attention_layernorm.weight,0.01886054976421292,C,gsm8k
model.layers.20.input_layernorm.weight,0.017131070861978515,C,gsm8k
model.layers.21.post_attention_layernorm.weight,0.01658721599233104,C,gsm8k
model.layers.25.post_attention_layernorm.weight,0.01569852599004662,C,gsm8k
model.layers.21.input_layernorm.weight,0.0148887608872883,C,gsm8k
model.layers.22.post_attention_layernorm.weight,0.013574553287071467,C,gsm8k
model.norm.weight,0.01269134402355121,C,gsm8k
model.layers.24.post_attention_layernorm.weight,0.012271336287085433,C,gsm8k
model.layers.26.input_layernorm.weight,0.01166071650777667,C,gsm8k
model.layers.23.post_attention_layernorm.weight,0.01140977907107299,C,gsm8k
model.layers.23.input_layernorm.weight,0.010507188629617303,C,gsm8k
model.layers.24.input_layernorm.weight,0.007008524249386028,C,gsm8k
model.layers.1.mlp.down_proj.weight,1302.281563282013,A,math
model.embed_tokens.weight,151.4231317937374,A,math
model.layers.0.self_attn.v_proj.weight,57.983431562781334,A,math
model.layers.27.mlp.down_proj.weight,36.21546657755971,A,math
model.layers.0.mlp.down_proj.weight,32.716327741742134,A,math
model.layers.1.self_attn.v_proj.weight,29.908353090286255,A,math
model.layers.2.self_attn.v_proj.weight,21.461688861250877,A,math
model.layers.3.self_attn.v_proj.weight,17.060388959944248,A,math
model.layers.10.self_attn.o_proj.weight,15.428073730319738,A,math
model.layers.13.self_attn.o_proj.weight,15.334955133497715,A,math
model.layers.12.self_attn.o_proj.weight,15.09757386893034,A,math
model.layers.14.self_attn.v_proj.weight,15.027524512261152,A,math
model.layers.15.mlp.down_proj.weight,14.46853455901146,A,math
model.layers.12.self_attn.v_proj.weight,14.342774085700512,A,math
model.layers.14.mlp.down_proj.weight,14.133497774600983,A,math
model.layers.5.self_attn.v_proj.weight,13.662535542622209,A,math
model.layers.15.self_attn.v_proj.weight,12.845328405499458,A,math
model.layers.9.self_attn.o_proj.weight,12.835771970450878,A,math
model.layers.13.self_attn.v_proj.weight,12.709783429279923,A,math
model.layers.8.self_attn.o_proj.weight,12.537429731339216,A,math
model.layers.4.self_attn.v_proj.weight,12.512154504656792,A,math
model.layers.13.mlp.down_proj.weight,12.369457423686981,A,math
model.layers.11.self_attn.o_proj.weight,12.048518130555749,A,math
model.layers.14.self_attn.o_proj.weight,11.890756104141474,A,math
model.layers.9.self_attn.v_proj.weight,11.869987543672323,A,math
model.layers.6.mlp.down_proj.weight,11.642508424818516,B,math
model.layers.7.self_attn.o_proj.weight,11.315025214105844,B,math
model.layers.5.mlp.down_proj.weight,11.09388499893248,B,math
model.layers.14.mlp.up_proj.weight,11.09304104372859,B,math
model.layers.12.mlp.down_proj.weight,10.831834150478244,B,math
model.layers.16.mlp.down_proj.weight,10.777061149477959,B,math
model.layers.7.mlp.down_proj.weight,10.583716906607151,B,math
model.layers.6.self_attn.v_proj.weight,10.543365452438593,B,math
model.layers.8.mlp.down_proj.weight,10.528976203873754,B,math
model.layers.13.mlp.up_proj.weight,10.511980015784502,B,math
model.layers.17.mlp.down_proj.weight,10.506337504833937,B,math
model.layers.10.mlp.down_proj.weight,10.444057080894709,B,math
model.layers.9.mlp.down_proj.weight,10.387111522257328,B,math
model.layers.11.mlp.down_proj.weight,10.372877778485417,B,math
model.layers.10.self_attn.v_proj.weight,10.321838602423668,B,math
model.layers.11.self_attn.v_proj.weight,10.268837485462427,B,math
model.layers.4.mlp.down_proj.weight,10.202546801418066,B,math
model.layers.7.self_attn.v_proj.weight,10.066004790365696,B,math
model.layers.15.mlp.up_proj.weight,10.011909138411283,B,math
model.layers.8.self_attn.v_proj.weight,9.771183585748076,B,math
model.layers.2.mlp.down_proj.weight,9.180497668683529,B,math
model.layers.0.self_attn.o_proj.weight,9.173711748793721,B,math
model.layers.3.mlp.down_proj.weight,9.126768656075,B,math
model.layers.6.mlp.up_proj.weight,9.112704146653414,B,math
model.layers.12.mlp.up_proj.weight,8.940137267112732,B,math
model.layers.5.self_attn.o_proj.weight,8.930568901821971,C,math
model.layers.11.mlp.up_proj.weight,8.694189568981528,C,math
model.layers.18.mlp.down_proj.weight,8.680407095700502,C,math
model.layers.19.mlp.down_proj.weight,8.6436663903296,C,math
model.layers.16.mlp.up_proj.weight,8.583340534940362,C,math
model.layers.5.mlp.up_proj.weight,8.486850021407008,C,math
model.layers.10.mlp.up_proj.weight,8.274178203195333,C,math
model.layers.4.mlp.up_proj.weight,8.053423762321472,C,math
model.layers.7.mlp.up_proj.weight,7.8952688202261925,C,math
model.layers.8.mlp.up_proj.weight,7.876440204679966,C,math
model.layers.6.self_attn.o_proj.weight,7.865269869565964,C,math
model.layers.26.mlp.down_proj.weight,7.85376725718379,C,math
model.layers.17.mlp.up_proj.weight,7.82105790451169,C,math
model.layers.9.mlp.up_proj.weight,7.710831418633461,C,math
model.layers.27.mlp.up_proj.weight,7.679042186588049,C,math
model.layers.18.mlp.up_proj.weight,7.601593114435673,C,math
model.layers.16.self_attn.v_proj.weight,7.461559051647782,C,math
model.layers.19.mlp.up_proj.weight,7.216272205114365,C,math
model.layers.26.mlp.up_proj.weight,7.126409787684679,C,math
model.layers.20.mlp.down_proj.weight,6.89702801220119,C,math
model.layers.15.self_attn.o_proj.weight,6.755359321832657,C,math
model.layers.3.mlp.up_proj.weight,6.74348983168602,C,math
model.layers.3.self_attn.o_proj.weight,6.73807742074132,C,math
model.layers.1.self_attn.o_proj.weight,6.578840306028724,C,math
model.layers.18.self_attn.v_proj.weight,6.548482596874237,C,math
model.layers.14.mlp.gate_proj.weight,6.268146304413676,C,math
model.layers.13.mlp.gate_proj.weight,6.247020135633647,C,math
model.layers.25.mlp.down_proj.weight,5.982086278498173,C,math
model.layers.11.mlp.gate_proj.weight,5.817828040570021,C,math
model.layers.2.self_attn.o_proj.weight,5.760209633037448,C,math
model.layers.12.mlp.gate_proj.weight,5.733454188331962,C,math
model.layers.2.mlp.up_proj.weight,5.670080637559295,C,math
model.layers.21.mlp.down_proj.weight,5.63118689134717,C,math
model.layers.4.self_attn.o_proj.weight,5.593571528792381,C,math
model.layers.15.mlp.gate_proj.weight,5.574897482991219,C,math
model.layers.19.self_attn.v_proj.weight,5.4922344498336315,C,math
model.layers.20.mlp.up_proj.weight,5.4162258841097355,C,math
model.layers.25.self_attn.q_proj.weight,5.370494001079351,C,math
model.layers.10.mlp.gate_proj.weight,5.264732176437974,C,math
model.layers.27.mlp.gate_proj.weight,5.1201989483088255,C,math
model.layers.17.self_attn.v_proj.weight,5.026888712309301,C,math
model.layers.22.mlp.down_proj.weight,4.992490099743009,C,math
model.layers.21.mlp.up_proj.weight,4.98492226190865,C,math
model.layers.16.mlp.gate_proj.weight,4.96945963986218,C,math
model.layers.23.mlp.down_proj.weight,4.94418915733695,C,math
model.layers.7.mlp.gate_proj.weight,4.8366926070302725,C,math
model.layers.17.mlp.gate_proj.weight,4.788403708487749,C,math
model.layers.19.mlp.gate_proj.weight,4.768569625914097,C,math
model.layers.24.mlp.down_proj.weight,4.757095795124769,C,math
model.layers.22.mlp.up_proj.weight,4.733411735855043,C,math
model.layers.1.mlp.up_proj.weight,4.704252840951085,C,math
model.layers.8.mlp.gate_proj.weight,4.697115436196327,C,math
model.layers.18.mlp.gate_proj.weight,4.675320785492659,C,math
model.layers.6.mlp.gate_proj.weight,4.640377559699118,C,math
model.layers.9.mlp.gate_proj.weight,4.636988162994385,C,math
model.layers.16.self_attn.o_proj.weight,4.607248952612281,C,math
model.layers.0.mlp.up_proj.weight,4.604941584169865,C,math
model.layers.25.mlp.up_proj.weight,4.556505547836423,C,math
model.layers.5.mlp.gate_proj.weight,4.444366595707834,C,math
model.layers.3.mlp.gate_proj.weight,4.250449815765023,C,math
model.layers.23.mlp.up_proj.weight,4.106905370950699,C,math
model.layers.24.mlp.up_proj.weight,4.104704054072499,C,math
model.layers.2.mlp.gate_proj.weight,4.084147675894201,C,math
model.layers.20.mlp.gate_proj.weight,3.9984465837478638,C,math
model.layers.4.mlp.gate_proj.weight,3.9561453759670258,C,math
model.layers.26.mlp.gate_proj.weight,3.7237893100827932,C,math
model.layers.19.self_attn.o_proj.weight,3.669247878715396,C,math
model.layers.21.mlp.gate_proj.weight,3.60936769656837,C,math
model.layers.18.self_attn.o_proj.weight,3.587623143568635,C,math
model.layers.0.mlp.gate_proj.weight,3.5456398227252066,C,math
model.layers.1.mlp.gate_proj.weight,3.5227452041581273,C,math
model.layers.21.self_attn.v_proj.weight,3.4686698764562607,C,math
model.layers.22.self_attn.v_proj.weight,3.1101712910458446,C,math
model.layers.27.self_attn.v_proj.weight,3.0960041442885995,C,math
model.layers.20.self_attn.v_proj.weight,3.0616604201495647,C,math
model.layers.22.mlp.gate_proj.weight,3.058746572583914,C,math
model.layers.17.self_attn.o_proj.weight,2.9021095540374517,C,math
model.layers.25.mlp.gate_proj.weight,2.8946028789505363,C,math
model.layers.27.self_attn.o_proj.weight,2.809708012267947,C,math
model.layers.23.self_attn.v_proj.weight,2.780263716354966,C,math
model.layers.23.mlp.gate_proj.weight,2.757931356318295,C,math
model.layers.24.mlp.gate_proj.weight,2.6169699784368277,C,math
model.layers.26.self_attn.v_proj.weight,2.456179689615965,C,math
model.layers.13.self_attn.q_proj.weight,2.2744915587827563,C,math
model.layers.21.self_attn.o_proj.weight,2.2187853949144483,C,math
model.layers.24.self_attn.v_proj.weight,2.1541066160425544,C,math
model.layers.23.self_attn.o_proj.weight,1.7114411443471909,C,math
model.layers.14.self_attn.q_proj.weight,1.7047196407802403,C,math
model.layers.25.self_attn.v_proj.weight,1.644291723612696,C,math
model.layers.20.self_attn.o_proj.weight,1.6223828583024442,C,math
model.layers.22.self_attn.o_proj.weight,1.5597138023003936,C,math
model.layers.11.self_attn.q_proj.weight,1.5368642359972,C,math
model.layers.3.self_attn.q_proj.weight,1.535436701029539,C,math
model.layers.24.self_attn.o_proj.weight,1.5283981747925282,C,math
model.layers.26.self_attn.o_proj.weight,1.5255558043718338,C,math
model.layers.4.self_attn.q_proj.weight,1.3646780517883599,C,math
model.layers.15.self_attn.q_proj.weight,1.3573856111615896,C,math
model.layers.12.self_attn.q_proj.weight,1.3235168706160039,C,math
model.layers.9.self_attn.q_proj.weight,1.3165741660632193,C,math
model.layers.18.self_attn.q_proj.weight,1.3039862313307822,C,math
model.layers.27.self_attn.q_proj.weight,1.2550439150072634,C,math
