param_name,fisher_value,zone,dataset
model.layers.17.mlp.up_proj.weight,4.970979783684015,C,gsm8k
model.layers.18.mlp.up_proj.weight,4.840106984600425,C,gsm8k
model.layers.11.mlp.gate_proj.weight,4.628595041576773,C,gsm8k
model.layers.13.mlp.gate_proj.weight,4.5454913498833776,C,gsm8k
model.layers.2.self_attn.o_proj.weight,4.5353150512091815,C,gsm8k
model.layers.26.mlp.up_proj.weight,4.481202297843993,C,gsm8k
model.layers.15.self_attn.o_proj.weight,4.481141364201903,C,gsm8k
model.layers.19.mlp.up_proj.weight,4.45464076474309,C,gsm8k
model.layers.4.self_attn.o_proj.weight,4.437664108816534,C,gsm8k
model.layers.12.mlp.gate_proj.weight,4.435864277649671,C,gsm8k
model.layers.2.mlp.up_proj.weight,4.368761161342263,C,gsm8k
model.layers.10.mlp.gate_proj.weight,4.206536226440221,C,gsm8k
model.layers.14.mlp.gate_proj.weight,4.173995353747159,C,gsm8k
model.layers.25.mlp.down_proj.weight,4.138683726545423,C,gsm8k
model.layers.20.mlp.down_proj.weight,4.1074628522619605,C,gsm8k
model.layers.7.mlp.gate_proj.weight,4.069468649569899,C,gsm8k
model.layers.8.mlp.gate_proj.weight,3.921509239822626,C,gsm8k
model.layers.9.mlp.gate_proj.weight,3.8810485410504043,C,gsm8k
model.layers.6.mlp.gate_proj.weight,3.7061441687401384,C,gsm8k
model.layers.18.self_attn.v_proj.weight,3.6704445069190115,C,gsm8k
model.layers.1.mlp.up_proj.weight,3.626300781266764,C,gsm8k
model.layers.5.mlp.gate_proj.weight,3.4712347278837115,C,gsm8k
model.layers.19.self_attn.v_proj.weight,3.390764180570841,C,gsm8k
model.layers.0.mlp.up_proj.weight,3.3852028630208224,C,gsm8k
model.layers.16.self_attn.o_proj.weight,3.3790401241276413,C,gsm8k
model.layers.15.mlp.gate_proj.weight,3.355873247375712,C,gsm8k
model.layers.27.mlp.gate_proj.weight,3.3386091282591224,C,gsm8k
model.layers.20.mlp.up_proj.weight,3.3058128289412707,C,gsm8k
model.layers.21.mlp.down_proj.weight,3.2683532561641186,C,gsm8k
model.layers.17.self_attn.v_proj.weight,3.226681234780699,C,gsm8k
model.layers.25.mlp.up_proj.weight,3.096441878937185,C,gsm8k
model.layers.21.mlp.up_proj.weight,3.0662945623043925,C,gsm8k
model.layers.24.mlp.down_proj.weight,3.0503853927366436,C,gsm8k
model.layers.3.mlp.gate_proj.weight,3.044920556480065,C,gsm8k
model.layers.23.mlp.down_proj.weight,3.0382997908163816,C,gsm8k
model.layers.4.mlp.gate_proj.weight,3.0042523390147835,C,gsm8k
model.layers.22.mlp.down_proj.weight,3.0009523581247777,C,gsm8k
model.layers.2.mlp.gate_proj.weight,2.971893035573885,C,gsm8k
model.layers.16.mlp.gate_proj.weight,2.8668325643520802,C,gsm8k
model.layers.25.self_attn.q_proj.weight,2.7447114393580705,C,gsm8k
model.layers.18.mlp.gate_proj.weight,2.6984022771939635,C,gsm8k
model.layers.17.mlp.gate_proj.weight,2.674054351868108,C,gsm8k
model.layers.22.mlp.up_proj.weight,2.647121654357761,C,gsm8k
model.layers.19.mlp.gate_proj.weight,2.5795207938645035,C,gsm8k
model.layers.1.mlp.gate_proj.weight,2.5587105884915218,C,gsm8k
model.layers.19.self_attn.o_proj.weight,2.5270451039541513,C,gsm8k
model.layers.0.mlp.gate_proj.weight,2.5004443366779014,C,gsm8k
model.layers.23.mlp.up_proj.weight,2.4717599463183433,C,gsm8k
model.layers.27.self_attn.o_proj.weight,2.4057476909365505,C,gsm8k
model.layers.26.mlp.gate_proj.weight,2.3993869652040303,C,gsm8k
model.layers.27.self_attn.v_proj.weight,2.3734347398858517,C,gsm8k
model.layers.24.mlp.up_proj.weight,2.364305785158649,C,gsm8k
model.layers.13.self_attn.q_proj.weight,2.2169737520162016,C,gsm8k
model.layers.20.self_attn.v_proj.weight,2.089712410932407,C,gsm8k
model.layers.17.self_attn.o_proj.weight,1.9811216918751597,C,gsm8k
model.layers.20.mlp.gate_proj.weight,1.933324487414211,C,gsm8k
model.layers.18.self_attn.o_proj.weight,1.817562447511591,C,gsm8k
model.layers.21.mlp.gate_proj.weight,1.8162361967843026,C,gsm8k
model.layers.25.mlp.gate_proj.weight,1.79553747351747,C,gsm8k
model.layers.21.self_attn.v_proj.weight,1.7052911535138264,C,gsm8k
model.layers.26.self_attn.v_proj.weight,1.5433678139233962,C,gsm8k
model.layers.22.mlp.gate_proj.weight,1.5331800094572827,C,gsm8k
model.layers.22.self_attn.v_proj.weight,1.5214939248980954,C,gsm8k
model.layers.11.self_attn.q_proj.weight,1.5047482919180766,C,gsm8k
model.layers.24.mlp.gate_proj.weight,1.45942585344892,C,gsm8k
model.layers.23.mlp.gate_proj.weight,1.459065743139945,C,gsm8k
model.layers.14.self_attn.q_proj.weight,1.4178037566598505,C,gsm8k
model.layers.12.self_attn.q_proj.weight,1.4082120634848252,C,gsm8k
model.layers.10.self_attn.q_proj.weight,1.3801599411526695,C,gsm8k
model.layers.23.self_attn.v_proj.weight,1.3721134109655395,C,gsm8k
model.layers.9.self_attn.q_proj.weight,1.3715988056501374,C,gsm8k
model.layers.8.self_attn.q_proj.weight,1.3660589782521129,C,gsm8k
model.layers.2.self_attn.q_proj.weight,1.35464741877513,C,gsm8k
model.layers.7.self_attn.q_proj.weight,1.3499490952817723,C,gsm8k
model.layers.24.self_attn.v_proj.weight,1.2751505435444415,C,gsm8k
model.layers.20.self_attn.o_proj.weight,1.205589198274538,C,gsm8k
model.layers.4.self_attn.q_proj.weight,1.2041641641408205,C,gsm8k
model.layers.6.self_attn.q_proj.weight,1.1922543805558234,C,gsm8k
model.layers.3.self_attn.q_proj.weight,1.1900186482234858,C,gsm8k
model.layers.26.self_attn.o_proj.weight,1.1556234969757497,C,gsm8k
model.layers.15.self_attn.q_proj.weight,1.1090150669915602,C,gsm8k
model.layers.5.self_attn.q_proj.weight,1.0669947908609174,C,gsm8k
model.layers.21.self_attn.o_proj.weight,1.0146881424589083,C,gsm8k
model.layers.25.self_attn.v_proj.weight,0.9927709707408212,C,gsm8k
model.layers.24.self_attn.o_proj.weight,0.9912765766493976,C,gsm8k
model.layers.27.self_attn.q_proj.weight,0.9830213934765197,C,gsm8k
model.layers.16.self_attn.q_proj.weight,0.9809747816761956,C,gsm8k
model.layers.25.self_attn.o_proj.weight,0.9257872822927311,C,gsm8k
model.layers.23.self_attn.o_proj.weight,0.8998391485074535,C,gsm8k
model.layers.2.self_attn.k_proj.weight,0.8589531938778237,C,gsm8k
model.layers.18.self_attn.q_proj.weight,0.8174907104694284,C,gsm8k
model.layers.19.self_attn.q_proj.weight,0.8101113671436906,C,gsm8k
model.layers.22.self_attn.o_proj.weight,0.7716616376419552,C,gsm8k
model.layers.17.self_attn.q_proj.weight,0.6919117653742433,C,gsm8k
model.layers.11.self_attn.k_proj.weight,0.6455815400113352,C,gsm8k
model.layers.22.self_attn.q_proj.weight,0.6300348559161648,C,gsm8k
model.layers.20.self_attn.q_proj.weight,0.6296146881650202,C,gsm8k
model.layers.3.self_attn.k_proj.weight,0.6071447836002335,C,gsm8k
model.layers.13.self_attn.k_proj.weight,0.5829377913032658,C,gsm8k
model.layers.14.self_attn.k_proj.weight,0.577448169933632,C,gsm8k
model.layers.4.self_attn.k_proj.weight,0.5699034467688762,C,gsm8k
model.layers.6.self_attn.k_proj.weight,0.5572632806724869,C,gsm8k
model.layers.1.self_attn.q_proj.weight,0.5134823090629652,C,gsm8k
model.layers.7.self_attn.k_proj.weight,0.4933392099919729,C,gsm8k
model.layers.5.self_attn.k_proj.weight,0.4797066754545085,C,gsm8k
model.layers.15.self_attn.k_proj.weight,0.46738965646363795,C,gsm8k
model.layers.8.self_attn.k_proj.weight,0.4544004706549458,C,gsm8k
model.layers.21.self_attn.q_proj.weight,0.4525794953224249,C,gsm8k
model.layers.9.self_attn.k_proj.weight,0.4442909998469986,C,gsm8k
model.layers.12.self_attn.k_proj.weight,0.43524844289640896,C,gsm8k
model.layers.3.input_layernorm.weight,0.42435348079015967,C,gsm8k
model.layers.10.self_attn.k_proj.weight,0.40770194507786073,C,gsm8k
model.layers.24.self_attn.q_proj.weight,0.40387670404743403,C,gsm8k
model.layers.16.self_attn.k_proj.weight,0.40095182674122043,C,gsm8k
model.layers.22.self_attn.k_proj.weight,0.39625354143208824,C,gsm8k
model.layers.23.self_attn.q_proj.weight,0.38422879090649076,C,gsm8k
model.layers.26.self_attn.q_proj.weight,0.3762802211276721,C,gsm8k
model.layers.27.self_attn.k_proj.weight,0.3709588233905379,C,gsm8k
model.layers.1.self_attn.k_proj.weight,0.34725144297408406,C,gsm8k
model.layers.19.self_attn.k_proj.weight,0.3119896221905947,C,gsm8k
model.layers.18.self_attn.k_proj.weight,0.29261241704807617,C,gsm8k
model.layers.20.self_attn.k_proj.weight,0.27223070316540543,C,gsm8k
model.layers.4.input_layernorm.weight,0.26072718851355603,C,gsm8k
model.layers.26.self_attn.k_proj.weight,0.25300703578977846,C,gsm8k
model.layers.17.self_attn.k_proj.weight,0.24346044816775247,C,gsm8k
model.layers.5.input_layernorm.weight,0.24086468066161615,C,gsm8k
model.layers.25.self_attn.k_proj.weight,0.2267312510521151,C,gsm8k
model.layers.0.input_layernorm.weight,0.22367601928272052,C,gsm8k
model.layers.21.self_attn.k_proj.weight,0.2228288953047013,C,gsm8k
model.layers.24.self_attn.k_proj.weight,0.2114390971910325,C,gsm8k
model.layers.6.input_layernorm.weight,0.20209309638994455,C,gsm8k
model.layers.27.post_attention_layernorm.weight,0.1959723378167837,C,gsm8k
model.layers.23.self_attn.k_proj.weight,0.18837622336286586,C,gsm8k
model.layers.7.input_layernorm.weight,0.17820085731636937,C,gsm8k
model.layers.2.input_layernorm.weight,0.15039740829524817,C,gsm8k
model.layers.1.post_attention_layernorm.weight,0.14758149470435455,C,gsm8k
model.layers.0.post_attention_layernorm.weight,0.11913580712280236,C,gsm8k
model.layers.0.self_attn.k_proj.weight,0.0989057496553869,C,gsm8k
model.layers.4.post_attention_layernorm.weight,0.08092986982228467,C,gsm8k
model.layers.2.post_attention_layernorm.weight,0.08059406752727227,C,gsm8k
model.layers.1.input_layernorm.weight,0.07541241129365517,C,gsm8k
model.layers.3.post_attention_layernorm.weight,0.073970941339212,C,gsm8k
model.layers.6.post_attention_layernorm.weight,0.07212210326542845,C,gsm8k
model.layers.5.post_attention_layernorm.weight,0.07169123920903075,C,gsm8k
model.layers.8.input_layernorm.weight,0.07114304341484967,C,gsm8k
model.layers.7.post_attention_layernorm.weight,0.06805645770509727,C,gsm8k
model.layers.9.input_layernorm.weight,0.06762991510731808,C,gsm8k
model.layers.11.post_attention_layernorm.weight,0.06552237563300878,C,gsm8k
model.layers.9.post_attention_layernorm.weight,0.06355745480686892,C,gsm8k
model.layers.13.post_attention_layernorm.weight,0.06273670565860812,C,gsm8k
model.layers.14.input_layernorm.weight,0.06177719347579114,C,gsm8k
model.layers.10.input_layernorm.weight,0.0609018199302227,C,gsm8k
model.layers.0.self_attn.q_proj.weight,0.060781048705393914,C,gsm8k
model.layers.12.post_attention_layernorm.weight,0.060617614806687925,C,gsm8k
model.layers.8.post_attention_layernorm.weight,0.06032430737832328,C,gsm8k
model.layers.10.post_attention_layernorm.weight,0.05966315700788982,C,gsm8k
model.layers.11.input_layernorm.weight,0.05378084336189204,C,gsm8k
model.layers.14.post_attention_layernorm.weight,0.048694587483623764,C,gsm8k
model.layers.27.input_layernorm.weight,0.04847978471661918,C,gsm8k
model.layers.15.input_layernorm.weight,0.04831840385668329,C,gsm8k
model.layers.12.input_layernorm.weight,0.04677612402520026,C,gsm8k
model.layers.26.post_attention_layernorm.weight,0.04664172916272946,C,gsm8k
model.layers.15.post_attention_layernorm.weight,0.04131342427353957,C,gsm8k
model.layers.16.input_layernorm.weight,0.04092506089909875,C,gsm8k
model.layers.13.input_layernorm.weight,0.03568707567137608,C,gsm8k
model.layers.16.post_attention_layernorm.weight,0.03498495826352155,C,gsm8k
model.layers.17.input_layernorm.weight,0.03256558814609889,C,gsm8k
model.layers.17.post_attention_layernorm.weight,0.03207445198313508,C,gsm8k
model.layers.18.post_attention_layernorm.weight,0.027434408586486825,C,gsm8k
model.layers.19.post_attention_layernorm.weight,0.025548091763994307,C,gsm8k
model.layers.25.input_layernorm.weight,0.022093176669386594,C,gsm8k
model.layers.19.input_layernorm.weight,0.021678537415027677,C,gsm8k
model.layers.18.input_layernorm.weight,0.02132238884587423,C,gsm8k
model.layers.22.input_layernorm.weight,0.019567075217310048,C,gsm8k
model.layers.20.post_attention_layernorm.weight,0.01886054976421292,C,gsm8k
model.layers.20.input_layernorm.weight,0.017131070861978515,C,gsm8k
model.layers.21.post_attention_layernorm.weight,0.01658721599233104,C,gsm8k
model.layers.25.post_attention_layernorm.weight,0.01569852599004662,C,gsm8k
model.layers.21.input_layernorm.weight,0.0148887608872883,C,gsm8k
model.layers.22.post_attention_layernorm.weight,0.013574553287071467,C,gsm8k
model.norm.weight,0.01269134402355121,C,gsm8k
model.layers.24.post_attention_layernorm.weight,0.012271336287085433,C,gsm8k
model.layers.26.input_layernorm.weight,0.01166071650777667,C,gsm8k
model.layers.23.post_attention_layernorm.weight,0.01140977907107299,C,gsm8k
model.layers.23.input_layernorm.weight,0.010507188629617303,C,gsm8k
model.layers.24.input_layernorm.weight,0.007008524249386028,C,gsm8k
